branch,opening_rank,closing_rank,category,main_category,quota,gender,year,source_file,rank_gap,avg_rank,is_reserved,is_female,is_special_quota,branch_encoded,main_category_encoded,quota_encoded,year_normalized,log_closing_rank,log_opening_rank,branch_year,category_branch
EE,430792,430792,SC/NCC/OP,SC,NCC,OP,2021,2021_round2.pdf,0,430792.0,1,0,1,7,3,3,1,12.973382975292989,12.973382975292989,7,21
EE,678330,678330,SC/S/OP,SC,S,OP,2021,2021_round2.pdf,0,678330.0,1,0,1,7,3,5,1,13.427390648381367,13.427390648381367,7,21
EI,35557,35557,FW/OP,FW,OP,OP,2021,2021_round2.pdf,0,35557.0,1,0,0,8,1,4,1,10.478920445076517,10.478920445076517,8,8
EI,30762,36967,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,6205,33864.5,0,0,0,8,5,6,1,10.517807952550102,10.334067948122689,8,40
EI,37098,37098,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,0,37098.0,0,0,0,8,5,6,1,10.521345294054358,10.521345294054358,8,40
EI,40160,40160,UR/X/F,UR,X,F,2021,2021_round2.pdf,0,40160.0,0,1,0,8,5,6,1,10.600651654454007,10.600651654454007,8,40
EI,41159,41159,OBC/X/OP,OBC,X,OP,2021,2021_round2.pdf,0,41159.0,1,0,0,8,2,6,1,10.625222189947985,10.625222189947985,8,16
EI,46729,46729,EWS,EWS,GENERAL,OP,2021,2021_round2.pdf,0,46729.0,1,0,0,8,0,1,1,10.752141635694471,10.752141635694471,8,0
EI,59678,69761,OBC/X/F,OBC,X,F,2021,2021_round2.pdf,10083,64719.5,1,1,0,8,2,6,1,11.152844727896664,10.996735478705087,8,16
EI,90059,90059,UR/FF/OP,UR,FF,OP,2021,2021_round2.pdf,0,90059.0,0,0,1,8,5,0,1,11.408231393855562,11.408231393855562,8,40
EI,161453,161453,ST/X/OP,ST,X,OP,2021,2021_round2.pdf,0,161453.0,1,0,0,8,4,6,1,11.991975551351796,11.991975551351796,8,32
EI,257153,257153,ST/X/F,ST,X,F,2021,2021_round2.pdf,0,257153.0,1,1,0,8,4,6,1,12.457430406205551,12.457430406205551,8,32
IP,55669,61013,UR/X/F,UR,X,F,2021,2021_round2.pdf,5344,58341.0,0,1,0,10,5,6,1,11.018858625019192,10.927196681177554,10,50
IP,63888,66366,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,2478,65127.0,0,0,0,10,5,6,1,11.102955223973272,11.06490248157219,10,50
IP,70491,70491,FW/OP,FW,OP,OP,2021,2021_round2.pdf,0,70491.0,1,0,0,10,1,4,1,11.16325450718426,11.16325450718426,10,10
IP,72930,81560,EWS,EWS,GENERAL,OP,2021,2021_round2.pdf,8630,77245.0,1,0,0,10,0,1,1,11.309106485525438,11.19726906766269,10,0
IP,301107,301107,ST/X/OP,ST,X,OP,2021,2021_round2.pdf,0,301107.0,1,0,0,10,4,6,1,12.615224283362966,12.615224283362966,10,40
IP,307779,635125,ST/X/F,ST,X,F,2021,2021_round2.pdf,327346,471452.0,1,1,0,10,4,6,1,13.361578683388004,12.637140521017843,10,40
IT,11802,17446,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,5644,14624.0,0,0,0,11,5,6,1,9.766922993079902,9.37610901542907,11,55
IT,12263,17676,FW/OP,FW,OP,OP,2021,2021_round2.pdf,5413,14969.5,1,0,0,11,1,4,1,9.780019638535883,9.41442342055165,11,11
IT,18205,18205,EWS,EWS,GENERAL,OP,2021,2021_round2.pdf,0,18205.0,1,0,0,11,0,1,1,9.809506489065233,9.809506489065233,11,0
IT,18002,18825,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,823,18413.5,0,0,0,11,5,6,1,9.842994172107165,9.798293689657623,11,55
IT,18029,21376,OBC/X/OP,OBC,X,OP,2021,2021_round2.pdf,3347,19702.5,1,0,0,11,2,6,1,9.97007085667928,9.799792316197363,11,22
IT,16689,23692,UR/X/F,UR,X,F,2021,2021_round2.pdf,7003,20190.5,0,1,0,11,5,6,1,10.072934924846477,9.722565016655881,11,55
IT,34253,34253,OBC/NCC/OP,OBC,NCC,OP,2021,2021_round2.pdf,0,34253.0,1,0,1,11,2,3,1,10.441558625192314,10.441558625192314,11,22
IT,44943,44943,SC/X/OP,SC,X,OP,2021,2021_round2.pdf,0,44943.0,1,0,0,11,3,6,1,10.713172549344025,10.713172549344025,11,33
IT,109666,143218,ST/X/OP,ST,X,OP,2021,2021_round2.pdf,33552,126442.0,1,0,0,11,4,6,1,11.872130206271509,11.605203780588457,11,44
IT,494043,494043,OBC/H/OP,OBC,H,OP,2021,2021_round2.pdf,0,494043.0,1,0,1,11,2,2,1,13.110379861029578,13.110379861029578,11,22
MECH,23603,41341,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,17738,32472.0,0,0,0,12,5,6,1,10.629634211359182,10.069171468177059,12,60
MECH,27472,44450,FW/OP,FW,OP,OP,2021,2021_round2.pdf,16978,35961.0,1,0,0,12,1,4,1,10.702142737876844,10.220958983173661,12,12
MECH,45487,45487,OBC/X/OP,OBC,X,OP,2021,2021_round2.pdf,0,45487.0,1,0,0,12,2,6,1,10.725203833890781,10.725203833890781,12,24
MECH,43892,45713,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,1821,44802.5,0,0,0,12,5,6,1,10.730159875701064,10.689510133046271,12,60
MECH,55578,60368,UR/X/F,UR,X,F,2021,2021_round2.pdf,4790,57973.0,0,1,0,12,5,6,1,11.008231007134478,10.925560711051151,12,60
MECH,152952,152952,UR/FF/OP,UR,FF,OP,2021,2021_round2.pdf,0,152952.0,0,0,1,12,5,0,1,11.937885963639717,11.937885963639717,12,60
MECH,179075,231024,ST/X/OP,ST,X,OP,2021,2021_round2.pdf,51949,205049.5,1,0,0,12,4,6,1,12.350281208756241,12.095565575719469,12,48
CSE,637122,674005,OBC/X/OP,OBC,X,OP,2021,2021_round2.pdf,36883,655563.5,1,0,0,5,2,6,1,13.420994291931972,13.364718008535984,5,10
CSE,394695,775627,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,380932,585161.0,0,0,0,5,5,6,1,13.561428302782037,12.885871127320387,5,25
CSE,801714,801714,FW/OP,FW,OP,OP,2021,2021_round2.pdf,0,801714.0,1,0,0,5,1,4,1,13.594508462096748,13.594508462096748,5,5
EC,700621,700621,SC/X/OP,SC,X,OP,2021,2021_round2.pdf,0,700621.0,1,0,0,6,3,6,1,13.459723790908226,13.459723790908226,6,18
MECH,733850,733850,SC/X/OP,SC,X,OP,2021,2021_round2.pdf,0,733850.0,1,0,0,12,3,6,1,13.506061289714713,13.506061289714713,12,36
CSE,422407,504308,FW/OP,FW,OP,OP,2021,2021_round2.pdf,81901,463357.5,1,0,0,5,1,4,1,13.130944454425498,12.95372695058878,5,5
CSE,321077,321077,OBC/X/OP,OBC,X,OP,2021,2021_round2.pdf,0,321077.0,1,0,0,5,2,6,1,12.67943936324891,12.67943936324891,5,10
AIADS,739887,813977,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,74090,776932.0,0,0,0,0,5,6,1,13.609688617592413,13.51425410237423,0,0
CE,693434,693434,ST/X/OP,ST,X,OP,2021,2021_round2.pdf,0,693434.0,1,0,0,4,4,6,1,13.449412786874971,13.449412786874971,4,16
CSE,302285,302285,OBC/X/OP,OBC,X,OP,2021,2021_round2.pdf,0,302285.0,1,0,0,5,2,6,1,12.619128868084152,12.619128868084152,5,10
IP,541736,541736,UR/S/F,UR,S,F,2022,2022_round1.pdf,0,541736.0,0,1,1,10,5,5,2,13.20253592280243,13.20253592280243,20,50
IP,244816,684663,ST/X/OP,ST,X,OP,2022,2022_round1.pdf,439847,464739.5,1,0,0,10,4,6,2,13.436683485955609,12.408266271653599,20,40
IP,201045,688125,SC/X/F,SC,X,F,2022,2022_round1.pdf,487080,444585.0,1,1,0,10,3,6,2,13.441727239682367,12.21128901657913,20,30
IP,239952,873844,SC/X/OP,SC,X,OP,2022,2022_round1.pdf,633892,556898.0,1,0,0,10,3,6,2,13.680658293372336,12.388198349812944,20,30
IT,17902,19897,FW/OP,FW,OP,OP,2022,2022_round1.pdf,1995,18899.5,1,0,0,11,1,4,2,9.898374503149306,9.792723575551273,22,11
IT,21079,26905,UR/X/OP,UR,X,OP,2022,2022_round1.pdf,5826,23992.0,0,0,0,11,5,6,2,10.200104589045488,9.956080002655298,22,55
IT,18631,27174,UR/X/OP,UR,X,OP,2022,2022_round1.pdf,8543,22902.5,0,0,0,11,5,6,2,10.21005271198941,9.832635811564177,22,55
IT,26012,29804,OBC/X/OP,OBC,X,OP,2022,2022_round1.pdf,3792,27908.0,1,0,0,11,2,6,2,10.302431443654028,10.16635169204527,22,22
IT,26950,33030,EWS,EWS,GENERAL,OP,2022,2022_round1.pdf,6080,29990.0,1,0,0,11,0,1,2,10.405201793433656,10.201775681400134,22,0
IT,28884,36842,OBC/X/F,OBC,X,F,2022,2022_round1.pdf,7958,32863.0,1,1,0,11,2,6,2,10.514420920278495,10.271077708215365,22,22
IT,28577,37407,UR/X/F,UR,X,F,2022,2022_round1.pdf,8830,32992.0,0,1,0,11,5,6,2,10.529639864271795,10.260392470028915,22,55
IT,42293,52893,UR/S/OP,UR,S,OP,2022,2022_round1.pdf,10600,47593.0,0,0,1,11,5,5,2,10.876045189863586,10.65240051100193,22,55
IT,54533,54533,OBC/S/OP,OBC,S,OP,2022,2022_round1.pdf,0,54533.0,1,0,1,11,2,5,2,10.906579639346825,10.906579639346825,22,22
IT,89869,89869,UR/S/F,UR,S,F,2022,2022_round1.pdf,0,89869.0,0,1,1,11,5,5,2,11.40611946065242,11.40611946065242,22,55
IT,94027,94027,OBC/NCC/OP,OBC,NCC,OP,2022,2022_round1.pdf,0,94027.0,1,0,1,11,2,3,2,11.45134788923741,11.45134788923741,22,22
IT,122082,122082,UR/H/OP,UR,H,OP,2022,2022_round1.pdf,0,122082.0,0,0,1,11,5,2,2,11.71245642026615,11.71245642026615,22,55
IT,66133,133986,SC/X/OP,SC,X,OP,2022,2022_round1.pdf,67853,100059.5,1,0,0,11,3,6,2,11.805498059301422,11.09943826575915,22,33
IT,115214,185545,SC/X/F,SC,X,F,2022,2022_round1.pdf,70331,150379.5,1,1,0,11,3,6,2,12.131058108724714,11.654555227100891,22,33
IT,258845,258845,UR/NCC/F,UR,NCC,F,2022,2022_round1.pdf,0,258845.0,0,1,1,11,5,3,2,12.463988569245611,12.463988569245611,22,55
IT,199111,284991,ST/X/OP,ST,X,OP,2022,2022_round1.pdf,85880,242051.0,1,0,0,11,4,6,2,12.560216388681374,12.201622759456543,22,44
IT,287836,326620,ST/X/F,ST,X,F,2022,2022_round1.pdf,38784,307228.0,1,1,0,11,4,6,2,12.696555756287918,12.570149626673125,22,44
IT,376358,376358,OBC/H/OP,OBC,H,OP,2022,2022_round1.pdf,0,376358.0,1,0,1,11,2,2,2,12.838298754086669,12.838298754086669,22,22
IT,605140,605140,UR/FF/F,UR,FF,F,2022,2022_round1.pdf,0,605140.0,0,1,1,11,5,0,2,13.313216767710456,13.313216767710456,22,55
MECH,50615,67876,FW/OP,FW,OP,OP,2022,2022_round1.pdf,17261,59245.5,1,0,0,12,1,4,2,11.125452522732143,10.83202301082672,24,12
MECH,59412,68136,UR/X/OP,UR,X,OP,2022,2022_round1.pdf,8724,63774.0,0,0,0,12,5,6,2,11.129275663242511,10.992268336624281,24,60
MECH,50023,77476,UR/X/OP,UR,X,OP,2022,2022_round1.pdf,27453,63749.5,0,0,0,12,5,6,2,11.257736397101715,10.820258169247134,24,60
MECH,63146,77872,OBC/X/OP,OBC,X,OP,2022,2022_round1.pdf,14726,70509.0,1,0,0,12,2,6,2,11.262834573576976,11.053220620711953,24,24
MECH,68157,84360,EWS,EWS,GENERAL,OP,2022,2022_round1.pdf,16203,76258.5,1,0,0,12,0,1,2,11.342860488481676,11.129583818349687,24,0
ENTC,31766,40507,FW/OP,FW,OP,OP,2022,2022_round2.pdf,8741,36136.5,1,0,0,9,1,4,2,10.609254764452176,10.366183294098564,18,9
ENTC,32498,40621,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,8123,36559.5,0,0,0,9,5,6,2,10.61206507075143,10.388964598613677,18,45
ENTC,37248,40815,OBC/X/OP,OBC,X,OP,2022,2022_round2.pdf,3567,39031.5,1,0,0,9,2,6,2,10.616829440381593,10.525380377809771,18,18
ENTC,41788,41788,EWS,EWS,GENERAL,OP,2022,2022_round2.pdf,0,41788.0,1,0,0,9,0,1,2,10.640388425985996,10.640388425985996,18,0
ENTC,41421,42685,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,1264,42053.0,0,0,0,9,5,6,2,10.661626276603513,10.631567419636097,18,45
ENTC,39265,52698,UR/X/F,UR,X,F,2022,2022_round2.pdf,13433,45981.5,0,1,0,9,5,6,2,10.872351759017352,10.578114283458694,18,45
ENTC,64638,75143,OBC/X/F,OBC,X,F,2022,2022_round2.pdf,10505,69890.5,1,1,0,9,2,6,2,11.227161551674351,11.076573222778281,18,18
ENTC,253046,261086,ST/X/OP,ST,X,OP,2022,2022_round2.pdf,8040,257066.0,1,0,0,9,4,6,2,12.47260896409495,12.441330521207396,18,36
ENTC,352252,462794,ST/X/F,ST,X,F,2022,2022_round2.pdf,110542,407523.0,1,1,0,9,4,6,2,13.045039470440358,12.772104946403156,18,36
IP,69000,95886,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,26886,82443.0,0,0,0,10,5,6,2,11.470925693809946,11.141876276228,20,50
IP,77049,109863,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,32814,93456.0,0,0,0,10,5,6,2,11.606998516210117,11.252209840748263,20,50
IP,113638,113638,UR/X/F,UR,X,F,2022,2022_round2.pdf,0,113638.0,0,1,0,10,5,6,2,11.640782036210997,11.640782036210997,20,50
IP,93722,114615,FW/OP,FW,OP,OP,2022,2022_round2.pdf,20893,104168.5,1,0,0,10,1,4,2,11.649342689573208,11.448098902352694,20,10
IP,129920,185938,EWS,EWS,GENERAL,OP,2022,2022_round2.pdf,56018,157929.0,1,0,0,10,0,1,2,12.133173941916437,11.774681852410218,20,0
IP,193292,361921,SC/X/OP,SC,X,OP,2022,2022_round2.pdf,168629,277606.5,1,0,0,10,3,6,2,12.799183997977737,12.171962451400514,20,30
IP,635143,635143,ST/X/F,ST,X,F,2022,2022_round2.pdf,0,635143.0,1,1,0,10,4,6,2,13.361607023819568,13.361607023819568,20,40
IP,446030,902406,ST/X/OP,ST,X,OP,2022,2022_round2.pdf,456376,674218.0,1,0,0,10,4,6,2,13.712820916788043,13.008143735313178,20,40
IT,23514,23514,UR/S/OP,UR,S,OP,2022,2022_round2.pdf,0,23514.0,0,0,1,11,5,5,2,10.065393794379148,10.065393794379148,22,55
IT,23952,23952,FW/OP,FW,OP,OP,2022,2022_round2.pdf,0,23952.0,1,0,0,11,1,4,2,10.083848855954896,10.083848855954896,22,11
IT,22366,28872,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,6506,25619.0,0,0,0,11,5,6,2,10.270662181355965,10.01534193731027,22,55
IT,26582,29567,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,2985,28074.5,0,0,0,11,5,6,2,10.294447974441411,10.188027192715412,22,55
IT,25577,31016,EWS,EWS,GENERAL,OP,2022,2022_round2.pdf,5439,28296.5,1,0,0,11,0,1,2,10.342290720254804,10.149487885993265,22,0
IT,26563,31710,UR/X/F,UR,X,F,2022,2022_round2.pdf,5147,29136.5,0,1,0,11,5,6,2,10.364418902828275,10.187312194660604,22,55
IT,28201,36678,OBC/X/OP,OBC,X,OP,2022,2022_round2.pdf,8477,32439.5,1,0,0,11,2,6,2,10.509959663185242,10.247148176397175,22,22
IT,43397,43397,OBC/X/F,OBC,X,F,2022,2022_round2.pdf,0,43397.0,1,1,0,11,2,6,2,10.678168636077336,10.678168636077336,22,22
IT,102111,102111,SC/X/OP,SC,X,OP,2022,2022_round2.pdf,0,102111.0,1,0,0,11,3,6,2,11.53382552907797,11.53382552907797,22,33
IT,176502,193711,SC/X/F,SC,X,F,2022,2022_round2.pdf,17209,185106.5,1,1,0,11,3,6,2,12.174127798947522,12.081093152378177,22,33
IT,133860,210979,ST/X/OP,ST,X,OP,2022,2022_round2.pdf,77119,172419.5,1,0,0,11,4,6,2,12.2595186212358,11.804557227118288,22,44
IT,376358,376358,OBC/H/OP,OBC,H,OP,2022,2022_round2.pdf,0,376358.0,1,0,1,11,2,2,2,12.838298754086669,12.838298754086669,22,22
MECH,59035,59035,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,0,59035.0,0,0,0,12,5,6,2,10.985902706301667,10.985902706301667,24,60
MECH,64695,64695,FW/OP,FW,OP,OP,2022,2022_round2.pdf,0,64695.0,1,0,0,12,1,4,2,11.077454654775659,11.077454654775659,24,12
MECH,53780,68267,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,14487,61023.5,0,0,0,12,5,6,2,11.131196414538648,10.892675523922948,24,60
MECH,60060,70164,OBC/X/OP,OBC,X,OP,2022,2022_round2.pdf,10104,65112.0,1,0,0,12,2,6,2,11.158604890185236,11.003115991415362,24,24
MECH,70638,73892,EWS,EWS,GENERAL,OP,2022,2022_round2.pdf,3254,72265.0,1,0,0,12,0,1,2,11.210373379851719,11.16533767889225,24,0
MECH,78374,86161,UR/X/F,UR,X,F,2022,2022_round2.pdf,7787,82267.5,0,1,0,12,5,6,2,11.363984524188531,11.269260277935222,24,60
MECH,129942,129942,UR/S/OP,UR,S,OP,2022,2022_round2.pdf,0,129942.0,0,0,1,12,5,5,2,11.77485117174689,11.77485117174689,24,60
MECH,136544,136544,OBC/X/F,OBC,X,F,2022,2022_round2.pdf,0,136544.0,1,1,0,12,2,6,2,11.824409509607499,11.824409509607499,24,24
MECH,240103,240103,ST/X/F,ST,X,F,2022,2022_round2.pdf,0,240103.0,1,1,0,12,4,6,2,12.388827441795687,12.388827441795687,24,48
MECH,229820,258057,ST/X/OP,ST,X,OP,2022,2022_round2.pdf,28237,243938.5,1,0,0,12,4,6,2,12.460939644840177,12.345056024033557,24,48
MECH,277428,277428,OBC/S/OP,OBC,S,OP,2022,2022_round2.pdf,0,277428.0,1,0,1,12,2,5,2,12.533320323576078,12.533320323576078,24,24
CE,829231,829231,OBC/X/OP,OBC,X,OP,2022,2022_round2.pdf,0,829231.0,1,0,0,4,2,6,2,13.628255250212543,13.628255250212543,8,8
CSE,363758,455057,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,91299,409407.5,0,0,0,5,5,6,2,13.028180162336628,12.804246839429796,10,25
CSE,553519,553519,ST/X/OP,ST,X,OP,2022,2022_round2.pdf,0,553519.0,1,0,0,5,4,6,2,13.224053164172693,13.224053164172693,10,20
CSE,630663,630663,SC/X/OP,SC,X,OP,2022,2022_round2.pdf,0,630663.0,1,0,0,5,3,6,2,13.354528511587102,13.354528511587102,10,15
CSE,721771,721771,FW/OP,FW,OP,OP,2022,2022_round2.pdf,0,721771.0,1,0,0,5,1,4,2,13.489464578529283,13.489464578529283,10,5
CSE,557510,812922,OBC/X/OP,OBC,X,OP,2022,2022_round2.pdf,255412,685216.0,1,0,0,5,2,6,2,13.608391673097474,13.231237513063462,10,10
EC,100753,100753,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,0,100753.0,0,0,0,6,5,6,2,11.520437181254067,11.520437181254067,12,30
AIML,457960,498510,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,40550,478235.0,0,0,0,1,5,6,2,13.119380934339171,13.034539306632185,2,5
CSE,150785,150785,FW/OP,FW,OP,OP,2022,2022_round2.pdf,0,150785.0,1,0,0,5,1,4,2,11.923616892049974,11.923616892049974,10,5
CSE,254250,254250,UR/X/OP,UR,X,OP,2022,2022_round2.pdf,0,254250.0,0,0,0,5,5,6,2,12.446077247039748,12.446077247039748,10,25
CSE,799822,799822,OBC/X/OP,OBC,X,OP,2022,2022_round2.pdf,0,799822.0,1,0,0,5,2,6,2,13.592145732170673,13.592145732170673,10,10
IP,360804,487363,SC/X/F,SC,X,F,2023,2023_round1.pdf,126559,424083.5,1,1,0,10,3,6,3,13.09676655614048,12.79609292516771,30,30
IP,424816,763407,SC/X/OP,SC,X,OP,2023,2023_round1.pdf,338591,594111.5,1,0,0,10,3,6,3,13.545547898672469,12.959413766941525,30,30
IP,934394,934394,ST/X/F,ST,X,F,2023,2023_round1.pdf,0,934394.0,1,1,0,10,4,6,3,13.747654540014386,13.747654540014386,30,40
IP,521568,521568,UR/S/OP,UR,S,OP,2023,2023_round1.pdf,0,521568.0,0,0,1,10,5,5,3,13.16459685531306,13.16459685531306,30,50
IP,117962,171071,UR/X/F,UR,X,F,2023,2023_round1.pdf,53109,144516.5,0,1,0,10,5,6,3,12.04983979949859,11.678126294955765,30,50
IP,75393,90933,UR/X/OP,UR,X,OP,2023,2023_round1.pdf,15540,83163.0,0,0,0,10,5,6,3,11.41788924763476,11.230482975232924,30,50
IP,89436,139074,UR/X/OP,UR,X,OP,2023,2023_round1.pdf,49638,114255.0,0,0,0,10,5,6,3,11.842768634943495,11.401289745787023,30,50
IT,27578,32558,EWS,EWS,GENERAL,OP,2023,2023_round1.pdf,4980,30068.0,1,0,0,11,0,1,3,10.390809107114125,10.224809892531864,33,0
IT,26783,31409,FW/OP,FW,OP,OP,2023,2023_round1.pdf,4626,29096.0,1,0,0,11,1,4,3,10.354881592532692,10.195559973289201,33,11
IT,979460,979460,OBC/H/F,OBC,H,F,2023,2023_round1.pdf,0,979460.0,1,1,1,11,2,2,3,13.794757699341273,13.794757699341273,33,22
IT,124256,124256,OBC/NCC/OP,OBC,NCC,OP,2023,2023_round1.pdf,0,124256.0,1,0,1,11,2,3,3,11.730107280400118,11.730107280400118,33,22
IT,89683,89683,OBC/S/OP,OBC,S,OP,2023,2023_round1.pdf,0,89683.0,1,0,1,11,2,5,3,11.404047659784363,11.404047659784363,33,22
IT,44711,58612,OBC/X/F,OBC,X,F,2023,2023_round1.pdf,13901,51661.5,1,1,0,11,2,6,3,10.978711793964997,10.707997200949533,33,22
IT,34182,41270,OBC/X/OP,OBC,X,OP,2023,2023_round1.pdf,7088,37726.0,1,0,0,11,2,6,3,10.627915353129104,10.439483723444063,33,22
IT,578285,578285,SC/H/OP,SC,H,OP,2023,2023_round1.pdf,0,578285.0,1,0,1,11,3,2,3,13.26782383496515,13.26782383496515,33,33
IT,458302,458302,SC/S/OP,SC,S,OP,2023,2023_round1.pdf,0,458302.0,1,0,1,11,3,5,3,13.035285816406404,13.035285816406404,33,33
IT,153520,180478,SC/X/F,SC,X,F,2023,2023_round1.pdf,26958,166999.0,1,1,0,11,3,6,3,12.10336970649634,11.941592644469642,33,33
IT,132180,157698,SC/X/OP,SC,X,OP,2023,2023_round1.pdf,25518,144939.0,1,0,0,11,3,6,3,11.968443431776935,11.791927474436891,33,33
IT,284286,394150,ST/X/F,ST,X,F,2023,2023_round1.pdf,109864,339218.0,1,1,0,11,4,6,3,12.88448936359,12.5577395702482,33,44
IT,220538,329025,ST/X/OP,ST,X,OP,2023,2023_round1.pdf,108487,274781.5,1,0,0,11,4,6,3,12.703892053980635,12.30382982897755,33,44
IT,102281,102281,UR/FF/F,UR,FF,F,2023,2023_round1.pdf,0,102281.0,0,1,1,11,5,0,3,11.535488983378979,11.535488983378979,33,55
IT,469469,469469,UR/H/OP,UR,H,OP,2023,2023_round1.pdf,0,469469.0,0,0,1,11,5,2,3,13.059359677825327,13.059359677825327,33,55
IT,169522,169522,UR/NCC/F,UR,NCC,F,2023,2023_round1.pdf,0,169522.0,0,1,1,11,5,3,3,12.04074388981249,12.04074388981249,33,55
IT,170607,170607,UR/S/F,UR,S,F,2023,2023_round1.pdf,0,170607.0,0,1,1,11,5,5,3,12.04712380625796,12.04712380625796,33,55
IT,47493,50611,UR/S/OP,UR,S,OP,2023,2023_round1.pdf,3118,49052.0,0,0,1,11,5,5,3,10.831943981309154,10.768358666254748,33,55
IT,32452,37932,UR/X/F,UR,X,F,2023,2023_round1.pdf,5480,35192.0,0,1,0,11,5,6,3,10.543576724621428,10.387548167781963,33,55
IT,22584,29747,UR/X/OP,UR,X,OP,2023,2023_round1.pdf,7163,26165.5,0,0,0,11,5,6,3,10.30051718182319,10.025041248088705,33,55
IT,26851,35507,UR/X/OP,UR,X,OP,2023,2023_round1.pdf,8656,31179.0,0,0,0,11,5,6,3,10.47751330218821,10.198095585058642,33,55
MECH,67967,78308,EWS,EWS,GENERAL,OP,2023,2023_round1.pdf,10341,73137.5,1,0,0,12,0,1,3,11.268417817902243,11.126792285161557,36,0
MECH,53066,71707,FW/OP,FW,OP,OP,2023,2023_round1.pdf,18641,62386.5,1,0,0,12,1,4,3,11.18035759637473,10.879310545111617,36,12
MECH,126336,126336,OBC/S/OP,OBC,S,OP,2023,2023_round1.pdf,0,126336.0,1,0,1,12,2,5,3,11.746708218721976,11.746708218721976,36,24
MECH,70574,97958,OBC/X/F,OBC,X,F,2023,2023_round1.pdf,27384,84266.0,1,1,0,12,2,6,3,11.492304302765735,11.16443125312169,36,24
MECH,66839,74758,OBC/X/OP,OBC,X,OP,2023,2023_round1.pdf,7919,70798.5,1,0,0,12,2,6,3,11.222024885343066,11.11005698270933,36,24
MECH,318477,351581,SC/X/F,SC,X,F,2023,2023_round1.pdf,33104,335029.0,1,1,0,12,3,6,3,12.770198248943425,12.671308677825293,36,36
MECH,174038,330096,SC/X/OP,SC,X,OP,2023,2023_round1.pdf,156058,252067.0,1,0,0,12,3,6,3,12.707141829644883,12.067034691012548,36,36
MECH,464512,557591,ST/X/F,ST,X,F,2023,2023_round1.pdf,93079,511051.5,1,1,0,12,4,6,3,13.231382791123233,13.048744823927285,36,48
MECH,297259,587774,ST/X/OP,ST,X,OP,2023,2023_round1.pdf,290515,442516.5,1,0,0,12,4,6,3,13.284099500589175,12.602362455702886,36,48
MECH,279483,279483,UR/NCC/F,UR,NCC,F,2023,2023_round1.pdf,0,279483.0,0,1,1,12,5,3,3,12.540700324858228,12.540700324858228,36,60
MECH,214486,214486,UR/S/OP,UR,S,OP,2023,2023_round1.pdf,0,214486.0,0,0,1,12,5,5,3,12.27600440945298,12.27600440945298,36,60
MECH,228978,228978,UR/S/OP,UR,S,OP,2023,2023_round1.pdf,0,228978.0,0,0,1,12,5,5,3,12.341385575274625,12.341385575274625,36,60
MECH,83699,97524,UR/X/F,UR,X,F,2023,2023_round1.pdf,13825,90611.5,0,1,0,12,5,6,3,11.487864034374857,11.334994256477566,36,60
MECH,60893,70010,UR/X/OP,UR,X,OP,2023,2023_round1.pdf,9117,65451.5,0,0,0,12,5,6,3,11.156407651542994,11.016889926676873,36,60
MECH,36576,77349,UR/X/OP,UR,X,OP,2023,2023_round1.pdf,40773,56962.5,0,0,0,12,5,6,3,11.256095856001211,10.507174906553255,36,60
CE,233100,233100,FW/OP,FW,OP,OP,2023,2023_round1.pdf,0,233100.0,1,0,0,4,1,4,3,12.359227115018937,12.359227115018937,12,4
CE,804002,804002,OBC/X/OP,OBC,X,OP,2023,2023_round1.pdf,0,804002.0,1,0,0,4,2,6,3,13.597358279497426,13.597358279497426,12,8
CE,828955,828955,SC/X/OP,SC,X,OP,2023,2023_round1.pdf,0,828955.0,1,0,0,4,3,6,3,13.627922356713677,13.627922356713677,12,12
CE,192658,773282,UR/X/OP,UR,X,OP,2023,2023_round1.pdf,580624,482970.0,0,0,0,4,5,6,3,13.558400366649288,12.168677065807124,12,20
CSE,19218,19218,FW/OP,FW,OP,OP,2023,2023_round1.pdf,0,19218.0,1,0,0,5,1,4,3,9.863654652034406,9.863654652034406,15,5
CSE,386629,891475,OBC/X/OP,OBC,X,OP,2023,2023_round1.pdf,504846,639052.0,1,0,0,5,2,6,3,13.70063379500316,12.86522344233181,15,10
